track,seed,accuracy,roc_auc,log_loss,brier_score,probability_min,probability_max
position_additive,42,0.5268817204301075,0.5649861239592969,0.6898212501478344,0.24833859503269196,0.46114975214004517,0.545730471611023
position_additive,43,0.5913978494623656,0.6244218316373727,0.6841244219114334,0.24549509584903717,0.4396701753139496,0.5729417204856873
position_additive,44,0.6021505376344086,0.6393385753931544,0.6639647991264584,0.23571926355361938,0.28706294298171997,0.7358348965644836
cross_position,42,0.5913978494623656,0.6550647548566142,0.6632178460677938,0.23528814315795898,0.3559732437133789,0.6913294196128845
cross_position,43,0.5913978494623656,0.6180041628122109,0.6848453108036646,0.24585676193237305,0.4513959288597107,0.5544008016586304
cross_position,44,0.5752688172043011,0.6247687326549491,0.6813673370725759,0.24412716925144196,0.4348798096179962,0.5648293495178223
upper_lower,42,0.6344086021505376,0.6620027752081407,0.657669091118374,0.23264864087104797,0.3015316128730774,0.6966533660888672
upper_lower,43,0.5806451612903226,0.6355804810360778,0.6859962250263424,0.24642784893512726,0.4679669737815857,0.5402766466140747
upper_lower,44,0.5752688172043011,0.602913968547641,0.691264181403318,0.2490585893392563,0.4864298105239868,0.5131118297576904
