candidate,inputs,n,correct,accuracy,roc_auc,log_loss,brier_score,probability_min,probability_max
all13_2025,13,123,79,0.6422764227642277,0.6705756929637527,0.6607302843597891,0.2286667076580726,0.10251548141241074,0.9775340557098389
all13_2024_2025,13,123,79,0.6422764227642277,0.7009594882729211,0.6275613640271114,0.21817079784621027,0.04194820299744606,0.9567093849182129
all13_2023_2024_2025,13,123,79,0.6422764227642277,0.6918976545842218,0.62987427111294,0.22031704619537285,0.05527602136135101,0.9410420656204224
reduced_2025,12,123,81,0.6585365853658537,0.6892324093816631,0.6479585560332726,0.22311027209769277,0.07574525475502014,0.9809799194335938
reduced_2024_2025,12,123,78,0.6341463414634146,0.6900319829424307,0.6281584939667879,0.21912151828421028,0.039514102041721344,0.9499962329864502
reduced_2023_2024_2025,12,123,81,0.6585365853658537,0.6889658848614072,0.6262237080627129,0.21886298638879564,0.053576961159706116,0.9335759878158569
