_key,league,date,reason
2024|LCK|LOLTMNT03_52805,LCK,2024-03-13 11:27:15,eligible
2024|LCK|LOLTMNT03_52814,LCK,2024-03-13 12:26:18,eligible
2024|LCK|LOLTMNT03_54407,LCK,2024-03-14 08:05:36,eligible
2024|LCK|LOLTMNT03_55029,LCK,2024-03-14 08:59:41,eligible
2024|LCK|LOLTMNT03_55045,LCK,2024-03-14 10:40:09,eligible
2024|LCK|LOLTMNT03_55054,LCK,2024-03-14 11:25:56,eligible
2024|LCK|LOLTMNT03_55288,LCK,2024-03-15 08:05:03,eligible
2024|LCK|LOLTMNT03_55290,LCK,2024-03-15 08:58:03,eligible
2024|LCK|LOLTMNT03_55307,LCK,2024-03-15 10:35:03,eligible
2024|LCK|LOLTMNT03_55310,LCK,2024-03-15 11:26:53,eligible
2024|LCK|LOLTMNT03_55313,LCK,2024-03-15 12:20:51,eligible
2024|LCK|LOLTMNT03_54813,LCK,2024-03-16 06:05:39,eligible
2024|LCK|LOLTMNT03_54815,LCK,2024-03-16 07:12:56,eligible
2024|LCK|LOLTMNT03_54816,LCK,2024-03-16 08:17:31,eligible
2024|LCK|LOLTMNT03_55456,LCK,2024-03-16 09:54:38,eligible
2024|LCK|LOLTMNT03_55468,LCK,2024-03-16 10:41:44,eligible
2024|LCK|LOLTMNT03_54852,LCK,2024-03-16 11:43:35,eligible
2024|LCK|LOLTMNT03_54926,LCK,2024-03-17 06:04:45,eligible
2024|LCK|LOLTMNT03_55561,LCK,2024-03-17 07:13:32,eligible
2024|LCK|LOLTMNT03_54927,LCK,2024-03-17 08:04:41,eligible
2024|LCK|LOLTMNT03_54940,LCK,2024-03-17 09:54:02,eligible
2024|LCK|LOLTMNT03_55575,LCK,2024-03-17 10:49:55,eligible
2024|LCK|LOLTMNT03_55576,LCK,2024-03-17 11:49:07,eligible
2024|LCK|LOLTMNT01_71870,LCK,2024-03-20 08:06:20,eligible
2024|LCK|LOLTMNT01_71886,LCK,2024-03-20 08:52:19,eligible
2024|LCK|LOLTMNT01_72528,LCK,2024-03-20 10:35:47,eligible
2024|LCK|LOLTMNT01_71936,LCK,2024-03-20 11:21:11,eligible
2024|LCK|LOLTMNT01_73507,LCK,2024-03-21 08:05:26,eligible
2024|LCK|LOLTMNT01_73526,LCK,2024-03-21 09:07:10,eligible
2024|LCK|LOLTMNT01_74146,LCK,2024-03-21 09:59:36,eligible
2024|LCK|LOLTMNT01_73567,LCK,2024-03-21 11:32:51,eligible
2024|LCK|LOLTMNT01_74214,LCK,2024-03-21 12:33:03,eligible
2024|LCK|LOLTMNT01_74596,LCK,2024-03-22 08:05:45,eligible
2024|LCK|LOLTMNT01_73984,LCK,2024-03-22 08:54:59,eligible
2024|LCK|LOLTMNT01_75019,LCK,2024-03-22 10:37:01,eligible
2024|LCK|LOLTMNT01_74666,LCK,2024-03-22 11:27:19,eligible
2024|LCK|LOLTMNT01_75058,LCK,2024-03-22 12:28:22,eligible
2024|LCK|LOLTMNT01_74964,LCK,2024-03-23 06:08:40,eligible
2024|LCK|LOLTMNT01_74980,LCK,2024-03-23 07:03:25,eligible
2024|LCK|LOLTMNT01_76009,LCK,2024-03-23 08:46:00,eligible
