candidate,month,n,accuracy,roc_auc,log_loss,brier_score,probability_min,probability_max
pooled_recent_weights,2026-09,7,0.42857142857142855,0.4,0.6986371869492698,0.2527289069162997,0.4661785364151001,0.546703040599823
reference_2025,2026-01,24,0.75,0.7703703703703704,0.6592307151854656,0.23311199858130227,0.44233083724975586,0.5751776695251465
reference_2025,2026-02,15,0.6666666666666666,0.6136363636363636,0.6926528397201656,0.24972176238277163,0.4258382320404053,0.5614312887191772
reference_2025,2026-03,1,1.0,,0.6870567655943688,0.24695483034180654,0.49694550037384033,0.49694550037384033
reference_2025,2026-04,44,0.6590909090909091,0.6987179487179487,0.6624054414787808,0.2347115535875135,0.4209541082382202,0.5833930373191833
reference_2025,2026-05,46,0.7608695652173914,0.7769230769230768,0.6588176154299038,0.23290556029057968,0.4166162610054016,0.5897221565246582
reference_2025,2026-06,5,0.4,0.3333333333333333,0.7170615577338927,0.26184732978422715,0.45585793256759644,0.6089869141578674
reference_2025,2026-07,6,0.3333333333333333,0.22222222222222224,0.7109022681786129,0.25886564003708745,0.4639299213886261,0.5164437294006348
reference_2025,2026-08,38,0.47368421052631576,0.46376811594202894,0.6982723134215977,0.25257180406577523,0.4216999411582947,0.5863497257232666
reference_2025,2026-09,7,0.42857142857142855,0.4,0.6976521139011123,0.2522385909809328,0.459203839302063,0.5675222277641296
selected_2023_2025,2026-01,24,0.625,0.7777777777777778,0.6607728489042896,0.23387507487650605,0.441132515668869,0.5661602020263672
selected_2023_2025,2026-02,15,0.6666666666666666,0.5,0.6968923533975148,0.25183912750912973,0.429878294467926,0.5523202419281006
selected_2023_2025,2026-03,1,0.0,,0.730387853029932,0.268611964555987,0.5182778835296631,0.5182778835296631
selected_2023_2025,2026-04,44,0.6590909090909091,0.6752136752136753,0.6681047800153923,0.2375338591318301,0.4275151491165161,0.5730710625648499
selected_2023_2025,2026-05,46,0.782608695652174,0.8211538461538461,0.6598674288212854,0.23340674717000384,0.4318530261516571,0.5683771967887878
selected_2023_2025,2026-06,5,0.4,0.3333333333333333,0.7155592192959382,0.2611945701437849,0.43942251801490784,0.5882045030593872
selected_2023_2025,2026-07,6,0.3333333333333333,0.33333333333333337,0.7059464967792158,0.2563946416983233,0.48010802268981934,0.5246908664703369
selected_2023_2025,2026-08,38,0.4473684210526316,0.4695652173913043,0.6988182192195989,0.2528298498509825,0.4311211109161377,0.5685958862304688
selected_2023_2025,2026-09,7,0.5714285714285714,0.5,0.696593890524327,0.25171053351849754,0.45536893606185913,0.5498174428939819
selected_2024_2025,2026-01,24,0.7083333333333334,0.7703703703703704,0.6449861776872116,0.22612310609657457,0.3943501114845276,0.5878204107284546
selected_2024_2025,2026-02,15,0.5333333333333333,0.4318181818181818,0.7088772850081014,0.2577138082480548,0.3876118063926697,0.5754097700119019
selected_2024_2025,2026-03,1,0.0,,0.7361238034473603,0.27147549987640573,0.5210331082344055,0.5210331082344055
selected_2024_2025,2026-04,44,0.6136363636363636,0.6816239316239316,0.6554807480146942,0.2313852566284557,0.39329227805137634,0.6107046008110046
selected_2024_2025,2026-05,46,0.7391304347826086,0.7961538461538462,0.6471613522115783,0.22714035434493726,0.40437841415405273,0.6069980263710022
selected_2024_2025,2026-06,5,0.4,0.6666666666666666,0.7217848875999351,0.26451212991541284,0.4188680946826935,0.6324179768562317
selected_2024_2025,2026-07,6,0.3333333333333333,0.22222222222222224,0.7142039675059274,0.26051387373805407,0.4644942283630371,0.5276777744293213
selected_2024_2025,2026-08,38,0.39473684210526316,0.4492753623188405,0.7034709148280186,0.2551347081336783,0.41782376170158386,0.5853543281555176
selected_2024_2025,2026-09,7,0.5714285714285714,0.4,0.6960066318582622,0.25145022292071634,0.4352485239505768,0.5825303196907043
selected_2025,2026-01,24,0.6666666666666666,0.7703703703703704,0.6402040221835216,0.22378870846701424,0.3984428644180298,0.6137320399284363
selected_2025,2026-02,15,0.4666666666666667,0.40909090909090906,0.7092995793762797,0.25790207912785695,0.37666475772857666,0.5756116509437561
selected_2025,2026-03,1,0.0,,0.7238921329771644,0.26536774268948093,0.515138566493988,0.515138566493988
selected_2025,2026-04,44,0.6363636363636364,0.7200854700854701,0.6460477362927346,0.2267795777860302,0.38439372181892395,0.6340214014053345
selected_2025,2026-05,46,0.6956521739130435,0.8,0.6390431277046702,0.22319874270911308,0.3867868483066559,0.6193683743476868
selected_2025,2026-06,5,0.4,0.5,0.7265370394983918,0.2666620927511083,0.4240119457244873,0.6567748785018921
selected_2025,2026-07,6,0.3333333333333333,0.3333333333333333,0.7037683229277613,0.25530277507461774,0.45971938967704773,0.5375614166259766
selected_2025,2026-08,38,0.42105263157894735,0.4231884057971015,0.7107609417187427,0.2587776098394118,0.3932880759239197,0.6094849109649658
selected_2025,2026-09,7,0.42857142857142855,0.4,0.7124251001703726,0.25954095754211715,0.43778902292251587,0.5743535161018372
