track,seed,accuracy,roc_auc,log_loss,brier_score,probability_min,probability_max
position_additive,42,0.46236559139784944,0.47224791859389453,0.69519976859443,0.2510252892971039,0.4569723904132843,0.5374479293823242
position_additive,43,0.5860215053763441,0.6276595744680851,0.674349858250451,0.24067874252796173,0.3941419720649719,0.6352046728134155
position_additive,44,0.6182795698924731,0.6385291396854765,0.6650324362988405,0.2361510545015335,0.26230162382125854,0.7492886781692505
cross_position,42,0.6075268817204301,0.6592275670675302,0.6578376603243876,0.232757568359375,0.31209129095077515,0.7252439856529236
cross_position,43,0.5967741935483871,0.626040703052729,0.6853926731101273,0.24612779915332794,0.45820367336273193,0.5466138124465942
cross_position,44,0.521505376344086,0.5720397779833487,0.6919264521985583,0.24938969314098358,0.4886545240879059,0.5082458257675171
upper_lower,42,0.6129032258064516,0.6592275670675302,0.6742828156241286,0.24061334133148193,0.410973459482193,0.5812680125236511
upper_lower,43,0.5645161290322581,0.6395698427382054,0.681026231979552,0.2439556121826172,0.44790804386138916,0.5650683641433716
upper_lower,44,0.6129032258064516,0.6230342275670675,0.6907241264079136,0.24878865480422974,0.48431074619293213,0.5165923833847046
