_key,league,datacompleteness,reason
LPL|12053-12053_game_2,LPL,partial,not_complete
PCS|LOLTMNT02_266807,PCS,complete,eligible
LCK|LOLTMNT02_266810,LCK,complete,eligible
PCS|LOLTMNT02_266844,PCS,complete,eligible
LPL|12054-12054_game_1,LPL,partial,not_complete
LCK|LOLTMNT02_267069,LCK,complete,eligible
LPL|12054-12054_game_2,LPL,partial,not_complete
HLL|LOLTMNT02_267106,HLL,complete,eligible
LCK|LOLTMNT02_267104,LCK,complete,eligible
HLL|LOLTMNT02_266928,HLL,complete,eligible
HM|LOLTMNT02_266937,HM,complete,eligible
HLL|LOLTMNT02_266952,HLL,complete,eligible
NEXO|LOLTMNT02_267164,NEXO,complete,eligible
TCL|LOLTMNT05_130878,TCL,complete,eligible
HM|LOLTMNT02_266973,HM,complete,eligible
HLL|LOLTMNT02_266979,HLL,complete,eligible
TCL|LOLTMNT05_130894,TCL,complete,eligible
NEXO|LOLTMNT02_266987,NEXO,complete,eligible
LVP SL|LOLTMNT02_267192,LVP SL,complete,eligible
NLC|LOLTMNT05_130892,NLC,complete,eligible
LFL|LOLTMNT05_131908,LFL,complete,eligible
HM|LOLTMNT02_266995,HM,complete,eligible
PRM|LOLTMNT05_131918,PRM,complete,eligible
NLC|LOLTMNT05_131921,NLC,complete,eligible
HLL|LOLTMNT02_267226,HLL,complete,eligible
LFL|LOLTMNT05_130909,LFL,complete,eligible
NEXO|LOLTMNT02_267222,NEXO,complete,eligible
EBL|LOLTMNT05_131920,EBL,complete,eligible
LVP SL|LOLTMNT02_267240,LVP SL,complete,eligible
TCL|LOLTMNT05_131923,TCL,complete,eligible
PRM|LOLTMNT05_131928,PRM,complete,eligible
EBL|LOLTMNT05_131929,EBL,complete,eligible
NLC|LOLTMNT05_130914,NLC,complete,eligible
LVP SL|LOLTMNT02_268047,LVP SL,complete,eligible
NEXO|LOLTMNT02_268049,NEXO,complete,eligible
TCL|LOLTMNT05_131931,TCL,complete,eligible
LFL|LOLTMNT05_131930,LFL,complete,eligible
PRM|LOLTMNT05_131935,PRM,complete,eligible
EBL|LOLTMNT05_131938,EBL,complete,eligible
AL|LOLTMNT05_130922,AL,complete,eligible
LVP SL|LOLTMNT02_267292,LVP SL,complete,eligible
NLC|LOLTMNT05_131940,NLC,complete,eligible
TCL|LOLTMNT05_130925,TCL,complete,eligible
LFL|LOLTMNT05_130926,LFL,complete,eligible
NEXO|LOLTMNT02_268097,NEXO,complete,eligible
EBL|LOLTMNT05_131944,EBL,complete,eligible
LVP SL|LOLTMNT02_268105,LVP SL,complete,eligible
AL|LOLTMNT05_130932,AL,complete,eligible
PRM|LOLTMNT05_130931,PRM,complete,eligible
CD|LOLTMNT02_267329,CD,complete,eligible
LRN|LOLTMNT02_268117,LRN,complete,eligible
EBL|LOLTMNT05_131947,EBL,complete,eligible
PRM|LOLTMNT05_131948,PRM,complete,eligible
AL|LOLTMNT05_131949,AL,complete,eligible
CD|LOLTMNT02_268119,CD,complete,eligible
LRN|LOLTMNT02_268121,LRN,complete,eligible
CD|LOLTMNT02_267336,CD,complete,eligible
CD|LOLTMNT02_267338,CD,complete,eligible
LRN|LOLTMNT02_268133,LRN,complete,eligible
LCKC|LOLTMNT02_267411,LCKC,complete,eligible
LCKC|LOLTMNT02_268194,LCKC,complete,eligible
LCKC|LOLTMNT02_267413,LCKC,complete,eligible
LCKC|LOLTMNT02_268203,LCKC,complete,eligible
LCKC|LOLTMNT02_268204,LCKC,complete,eligible
LCKC|LOLTMNT02_267430,LCKC,complete,eligible
LCKC|LOLTMNT02_268213,LCKC,complete,eligible
LCKC|LOLTMNT02_267443,LCKC,complete,eligible
LCK|LOLTMNT02_268237,LCK,complete,eligible
LCK|LOLTMNT02_268242,LCK,complete,eligible
LPL|12055-12055_game_1,LPL,partial,not_complete
LCK|LOLTMNT02_268252,LCK,complete,eligible
LPL|12055-12055_game_2,LPL,partial,not_complete
RL|LOLTMNT02_268254,RL,complete,eligible
RL|LOLTMNT02_267527,RL,complete,eligible
LCK|LOLTMNT02_268294,LCK,complete,eligible
LPL|12055-12055_game_3,LPL,partial,not_complete
RL|LOLTMNT02_268307,RL,complete,eligible
LCK|LOLTMNT02_268312,LCK,complete,eligible
LPL|12056-12056_game_1,LPL,partial,not_complete
RL|LOLTMNT02_268329,RL,complete,eligible
HLL|LOLTMNT02_267561,HLL,complete,eligible
LCK|LOLTMNT02_268334,LCK,complete,eligible
LPL|12056-12056_game_2,LPL,partial,not_complete
HLL|LOLTMNT02_268348,HLL,complete,eligible
RL|LOLTMNT02_267573,RL,complete,eligible
HM|LOLTMNT02_268353,HM,complete,eligible
HLL|LOLTMNT02_268375,HLL,complete,eligible
HM|LOLTMNT02_267610,HM,complete,eligible
TCL|LOLTMNT05_131984,TCL,complete,eligible
LFL|LOLTMNT05_131992,LFL,complete,eligible
LVP SL|LOLTMNT02_268408,LVP SL,complete,eligible
ROL|LOLTMNT02_267636,ROL,complete,eligible
NLC|LOLTMNT05_131994,NLC,complete,eligible
AL|LOLTMNT05_130970,AL,complete,eligible
HM|LOLTMNT02_267640,HM,complete,eligible
RL|LOLTMNT02_267627,RL,complete,eligible
TCL|LOLTMNT05_131998,TCL,complete,eligible
AL|LOLTMNT05_131999,AL,complete,eligible
LFL|LOLTMNT05_130971,LFL,complete,eligible
LVP SL|LOLTMNT02_267646,LVP SL,complete,eligible
NLC|LOLTMNT05_132001,NLC,complete,eligible
ROL|LOLTMNT02_267647,ROL,complete,eligible
EBL|LOLTMNT05_130972,EBL,complete,eligible
HM|LOLTMNT02_267653,HM,complete,eligible
TCL|LOLTMNT05_130973,TCL,complete,eligible
RL|LOLTMNT02_267654,RL,complete,eligible
EBL|LOLTMNT05_132009,EBL,complete,eligible
NLC|LOLTMNT05_130977,NLC,complete,eligible
LVP SL|LOLTMNT02_267668,LVP SL,complete,eligible
ROL|LOLTMNT02_267670,ROL,complete,eligible
LFL|LOLTMNT05_132011,LFL,complete,eligible
HM|LOLTMNT02_268453,HM,complete,eligible
AL|LOLTMNT05_130983,AL,complete,eligible
RL|LOLTMNT02_268454,RL,complete,eligible
EBL|LOLTMNT05_132017,EBL,complete,eligible
LVP SL|LOLTMNT02_267691,LVP SL,complete,eligible
NLC|LOLTMNT05_132018,NLC,complete,eligible
ROL|LOLTMNT02_268465,ROL,complete,eligible
LFL|LOLTMNT05_130987,LFL,complete,eligible
AL|LOLTMNT05_132020,AL,complete,eligible
EBL|LOLTMNT05_132021,EBL,complete,eligible
RL|LOLTMNT02_268467,RL,complete,eligible
LPLOL|LOLTMNT02_268468,LPLOL,complete,eligible
EBL|LOLTMNT05_130988,EBL,complete,eligible
LFL|LOLTMNT05_132022,LFL,complete,eligible
NACL|LOLTMNT03_236286,NACL,complete,eligible
LPLOL|LOLTMNT02_268470,LPLOL,complete,eligible
NACL|LOLTMNT03_236302,NACL,complete,eligible
NACL|LOLTMNT03_236326,NACL,complete,eligible
NACL|LOLTMNT03_236338,NACL,complete,eligible
NACL|LOLTMNT03_236347,NACL,complete,eligible
NACL|LOLTMNT03_235386,NACL,complete,eligible
LCKC|LOLTMNT02_267743,LCKC,complete,eligible
LCKC|LOLTMNT02_268500,LCKC,complete,eligible
LCKC|LOLTMNT02_268519,LCKC,complete,eligible
LCKC|LOLTMNT02_267760,LCKC,complete,eligible
LCKC|LOLTMNT02_267771,LCKC,complete,eligible
LCK|LOLTMNT02_268539,LCK,complete,eligible
LCK|LOLTMNT02_267792,LCK,complete,eligible
LPL|12057-12057_game_1,LPL,partial,not_complete
LCP|LOLTMNT03_236412,LCP,complete,eligible
LPL|12057-12057_game_2,LPL,partial,not_complete
LCK|LOLTMNT02_267812,LCK,complete,eligible
LCP|LOLTMNT03_235460,LCP,complete,eligible
LCK|LOLTMNT02_267818,LCK,complete,eligible
LPL|12058-12058_game_1,LPL,partial,not_complete
LCP|LOLTMNT03_235498,LCP,complete,eligible
LPL|12058-12058_game_2,LPL,partial,not_complete
LCP|LOLTMNT03_235515,LCP,complete,eligible
HLL|LOLTMNT02_268589,HLL,complete,eligible
LCP|LOLTMNT03_236490,LCP,complete,eligible
HLL|LOLTMNT02_268598,HLL,complete,eligible
HM|LOLTMNT02_268604,HM,complete,eligible
HLL|LOLTMNT02_268606,HLL,complete,eligible
TCL|LOLTMNT05_132030,TCL,complete,eligible
HM|LOLTMNT02_267875,HM,complete,eligible
LIT|LOLTMNT05_133015,LIT,complete,eligible
AL|LOLTMNT05_132040,AL,complete,eligible
TCL|LOLTMNT05_133017,TCL,complete,eligible
HM|LOLTMNT02_268619,HM,complete,eligible
LIT|LOLTMNT05_133019,LIT,complete,eligible
AL|LOLTMNT05_133020,AL,complete,eligible
HM|LOLTMNT02_267884,HM,complete,eligible
TCL|LOLTMNT05_133021,TCL,complete,eligible
LIT|LOLTMNT05_133023,LIT,complete,eligible
HM|LOLTMNT02_267893,HM,complete,eligible
TCL|LOLTMNT05_132046,TCL,complete,eligible
LPLOL|LOLTMNT02_268641,LPLOL,complete,eligible
AL|LOLTMNT05_133024,AL,complete,eligible
LIT|LOLTMNT05_133026,LIT,complete,eligible
TCL|LOLTMNT05_133027,TCL,complete,eligible
LPLOL|LOLTMNT02_268648,LPLOL,complete,eligible
AL|LOLTMNT05_133029,AL,complete,eligible
LPLOL|LOLTMNT02_268654,LPLOL,complete,eligible
AL|LOLTMNT05_133030,AL,complete,eligible
NACL|LOLTMNT03_235630,NACL,complete,eligible
NACL|LOLTMNT03_236658,NACL,complete,eligible
NACL|LOLTMNT03_236682,NACL,complete,eligible
NACL|LOLTMNT03_236702,NACL,complete,eligible
LAS|LOLTMNT02_268683,LAS,complete,eligible
LAS|LOLTMNT02_268700,LAS,complete,eligible
LCK|LOLTMNT02_267967,LCK,complete,eligible
LJL|LOLTMNT03_237101,LJL,complete,missing_player_id
LJL|LOLTMNT03_236811,LJL,complete,missing_player_id
LJL|LOLTMNT03_237094,LJL,complete,missing_player_id
LJL|LOLTMNT03_237088,LJL,complete,missing_player_id
LJL|LOLTMNT03_237104,LJL,complete,missing_player_id
LJL|LOLTMNT03_237103,LJL,complete,missing_player_id
LAS|LOLTMNT02_268705,LAS,complete,eligible
LCK|LOLTMNT02_267969,LCK,complete,eligible
LJL|LOLTMNT03_236831,LJL,complete,missing_player_id
LJL|LOLTMNT03_236826,LJL,complete,missing_player_id
LJL|LOLTMNT03_236830,LJL,complete,missing_player_id
LJL|LOLTMNT03_236835,LJL,complete,missing_player_id
LJL|LOLTMNT03_236836,LJL,complete,missing_player_id
LJL|LOLTMNT03_237115,LJL,complete,missing_player_id
LAS|LOLTMNT02_268714,LAS,complete,eligible
LCK|LOLTMNT02_268713,LCK,complete,eligible
LJL|LOLTMNT03_236850,LJL,complete,eligible
LJL|LOLTMNT03_237126,LJL,complete,missing_player_id
LJL|LOLTMNT03_236849,LJL,complete,missing_player_id
LJL|LOLTMNT03_237128,LJL,complete,missing_player_id
LJL|LOLTMNT03_236851,LJL,complete,missing_player_id
LJL|LOLTMNT03_237131,LJL,complete,missing_player_id
LCK|LOLTMNT02_268769,LCK,complete,eligible
LAS|LOLTMNT02_269040,LAS,complete,eligible
LPL|12059-12059_game_1,LPL,partial,not_complete
HC|LOLTMNT03_236870,HC,complete,eligible
LCP|LOLTMNT06_121086,LCP,complete,eligible
LCK|LOLTMNT02_268811,LCK,complete,eligible
LAS|LOLTMNT02_269071,LAS,complete,eligible
LFL2|LOLTMNT05_132063,LFL2,complete,eligible
HC|LOLTMNT03_237163,HC,complete,eligible
LPL|12059-12059_game_2,LPL,partial,not_complete
LCP|LOLTMNT06_121087,LCP,complete,eligible
LCK|LOLTMNT02_269084,LCK,complete,eligible
LAS|LOLTMNT02_269087,LAS,complete,eligible
LFL2|LOLTMNT05_133074,LFL2,complete,eligible
HC|LOLTMNT03_237224,HC,complete,eligible
LPL|12060-12060_game_1,LPL,partial,not_complete
LCP|LOLTMNT06_121110,LCP,complete,eligible
LFL2|LOLTMNT05_132107,LFL2,complete,eligible
HC|LOLTMNT03_236992,HC,complete,eligible
LPL|12060-12060_game_2,LPL,partial,not_complete
LCP|LOLTMNT06_120115,LCP,complete,eligible
LFL2|LOLTMNT05_133092,LFL2,complete,eligible
HLL|LOLTMNT02_269132,HLL,complete,eligible
HC|LOLTMNT03_238042,HC,complete,eligible
RL|LOLTMNT02_269139,RL,complete,eligible
HLL|LOLTMNT02_268913,HLL,complete,eligible
RL|LOLTMNT02_268920,RL,complete,eligible
HLL|LOLTMNT02_268945,HLL,complete,eligible
LTA S|LOLTMNT06_121139,LTA S,complete,eligible
RL|LOLTMNT02_269205,RL,complete,eligible
LTA S|LOLTMNT06_121140,LTA S,complete,eligible
RL|LOLTMNT02_268965,RL,complete,eligible
LTA S|LOLTMNT06_120137,LTA S,complete,eligible
RL|LOLTMNT02_269000,RL,complete,eligible
LTA S|LOLTMNT06_120142,LTA S,complete,eligible
LTA S|LOLTMNT06_120153,LTA S,complete,eligible
LTA N|LOLTMNT06_120185,LTA N,complete,eligible
LTA N|LOLTMNT06_120186,LTA N,complete,eligible
LTA N|LOLTMNT06_121176,LTA N,complete,eligible
LTA N|LOLTMNT06_121177,LTA N,complete,eligible
LTA N|LOLTMNT06_121179,LTA N,complete,eligible
LJL|LOLTMNT03_238914,LJL,complete,missing_player_id
LJL|LOLTMNT03_237562,LJL,complete,missing_player_id
LJL|LOLTMNT03_237572,LJL,complete,missing_player_id
LAS|LOLTMNT02_270037,LAS,complete,eligible
LJL|LOLTMNT03_237556,LJL,complete,missing_player_id
LJL|LOLTMNT03_238915,LJL,complete,missing_player_id
LJL|LOLTMNT03_237579,LJL,complete,missing_player_id
LJL|LOLTMNT03_237595,LJL,complete,missing_player_id
LJL|LOLTMNT03_238932,LJL,complete,missing_player_id
LCK|LOLTMNT02_269294,LCK,complete,eligible
LJL|LOLTMNT03_238931,LJL,complete,missing_player_id
LAS|LOLTMNT02_269295,LAS,complete,eligible
LJL|LOLTMNT03_237598,LJL,complete,missing_player_id
LJL|LOLTMNT03_237594,LJL,complete,missing_player_id
LJL|LOLTMNT03_237592,LJL,complete,missing_player_id
LAS|LOLTMNT02_269297,LAS,complete,eligible
LCK|LOLTMNT02_270047,LCK,complete,eligible
LJL|LOLTMNT03_237605,LJL,complete,missing_player_id
LJL|LOLTMNT03_237601,LJL,complete,missing_player_id
LJL|LOLTMNT03_238939,LJL,complete,missing_player_id
LJL|LOLTMNT03_238943,LJL,complete,missing_player_id
LJL|LOLTMNT03_238944,LJL,complete,eligible
LJL|LOLTMNT03_238945,LJL,complete,missing_player_id
LJL|LOLTMNT03_237611,LJL,complete,missing_player_id
LJL|LOLTMNT03_238951,LJL,complete,missing_player_id
LJL|LOLTMNT03_238954,LJL,complete,eligible
LJL|LOLTMNT03_238958,LJL,complete,eligible
LJL|LOLTMNT03_237616,LJL,complete,missing_player_id
LJL|LOLTMNT03_237610,LJL,complete,missing_player_id
LCK|LOLTMNT02_269313,LCK,complete,eligible
LAS|LOLTMNT02_270072,LAS,complete,eligible
HC|LOLTMNT03_238973,HC,complete,eligible
LCK|LOLTMNT02_270074,LCK,complete,eligible
LPL|12061-12061_game_1,LPL,partial,not_complete
LCP|LOLTMNT06_121198,LCP,complete,eligible
LAS|LOLTMNT02_269338,LAS,complete,eligible
LFL2|LOLTMNT05_133127,LFL2,complete,eligible
LPL|12061-12061_game_2,LPL,partial,not_complete
LAS|LOLTMNT02_270094,LAS,complete,eligible
LCP|LOLTMNT06_121201,LCP,complete,eligible
LFL2|LOLTMNT05_133132,LFL2,complete,eligible
LPL|12061-12061_game_3,LPL,partial,not_complete
LAS|LOLTMNT02_270115,LAS,complete,eligible
HC|LOLTMNT03_237652,HC,complete,eligible
RL|LOLTMNT02_270106,RL,complete,eligible
LFL2|LOLTMNT05_133137,LFL2,complete,eligible
LCP|LOLTMNT06_120225,LCP,complete,eligible
LPL|12062-12062_game_1,LPL,partial,not_complete
LAS|LOLTMNT02_270127,LAS,complete,eligible
RL|LOLTMNT02_269413,RL,complete,eligible
LFL2|LOLTMNT05_132161,LFL2,complete,eligible
LCP|LOLTMNT06_120232,LCP,complete,eligible
HLL|LOLTMNT02_269423,HLL,complete,eligible
LPL|12062-12062_game_2,LPL,partial,not_complete
LCP|LOLTMNT06_121211,LCP,complete,eligible
RL|LOLTMNT02_270147,RL,complete,eligible
HLL|LOLTMNT02_269440,HLL,complete,eligible
HLL|LOLTMNT02_269452,HLL,complete,eligible
RL|LOLTMNT02_270164,RL,complete,eligible
LTA S|LOLTMNT06_121226,LTA S,complete,eligible
HLL|LOLTMNT02_270179,HLL,complete,eligible
LTA S|LOLTMNT06_121228,LTA S,complete,eligible
RL|LOLTMNT02_269467,RL,complete,eligible
LTA S|LOLTMNT06_121232,LTA S,complete,eligible
HLL|LOLTMNT02_269476,HLL,complete,eligible
LTA S|LOLTMNT06_121241,LTA S,complete,eligible
LTA S|LOLTMNT06_120272,LTA S,complete,eligible
LTA N|LOLTMNT06_120292,LTA N,complete,eligible
LTA N|LOLTMNT06_120293,LTA N,complete,eligible
LTA N|LOLTMNT06_120302,LTA N,complete,eligible
LTA N|LOLTMNT06_120304,LTA N,complete,eligible
LCKC|LOLTMNT03_237954,LCKC,complete,eligible
LCKC|LOLTMNT03_239324,LCKC,complete,eligible
LCKC|LOLTMNT03_237976,LCKC,complete,eligible
LCKC|LOLTMNT03_239354,LCKC,complete,eligible
LCKC|LOLTMNT03_239361,LCKC,complete,eligible
PCS|LOLTMNT06_120308,PCS,complete,eligible
LPL|12063-12063_game_1,LPL,partial,not_complete
PCS|LOLTMNT06_120309,PCS,complete,eligible
LPL|12063-12063_game_2,LPL,partial,not_complete
LCKC|LOLTMNT03_239391,LCKC,complete,eligible
PCS|LOLTMNT06_120311,PCS,complete,eligible
LCKC|LOLTMNT03_240046,LCKC,complete,eligible
LPL|12064-12064_game_1,LPL,partial,not_complete
PCS|LOLTMNT06_121289,PCS,complete,eligible
LCKC|LOLTMNT03_239431,LCKC,complete,eligible
LPL|12064-12064_game_2,LPL,partial,not_complete
PCS|LOLTMNT06_120312,PCS,complete,eligible
NEXO|LOLTMNT03_240116,NEXO,complete,eligible
NEXO|LOLTMNT03_240130,NEXO,complete,eligible
NEXO|LOLTMNT03_239578,NEXO,complete,eligible
NEXO|LOLTMNT03_240172,NEXO,complete,eligible
NEXO|LOLTMNT03_240185,NEXO,complete,eligible
LRS|LOLTMNT02_269512,LRS,complete,eligible
CD|LOLTMNT06_121305,CD,complete,eligible
LRS|LOLTMNT02_270231,LRS,complete,eligible
CD|LOLTMNT06_120332,CD,complete,eligible
LRS|LOLTMNT02_269514,LRS,complete,eligible
CD|LOLTMNT06_121312,CD,complete,eligible
LRS|LOLTMNT02_270232,LRS,complete,eligible
CD|LOLTMNT06_120341,CD,complete,eligible
LRS|LOLTMNT02_269515,LRS,complete,eligible
CD|LOLTMNT06_120342,CD,complete,eligible
LCKC|LOLTMNT03_240305,LCKC,complete,eligible
PCS|LOLTMNT06_121318,PCS,complete,eligible
LCKC|LOLTMNT03_240318,LCKC,complete,eligible
LPL|12065-12065_game_1,LPL,partial,not_complete
PCS|LOLTMNT06_120351,PCS,complete,eligible
LCKC|LOLTMNT03_239766,LCKC,complete,eligible
LPL|12065-12065_game_2,LPL,partial,not_complete
PCS|LOLTMNT06_121328,PCS,complete,eligible
LCKC|LOLTMNT06_120375,LCKC,complete,eligible
PCS|LOLTMNT06_121346,PCS,complete,eligible
LPL|12066-12066_game_1,LPL,partial,not_complete
LCKC|LOLTMNT06_121351,LCKC,complete,eligible
PCS|LOLTMNT06_120389,PCS,complete,eligible
LPL|12066-12066_game_2,LPL,partial,not_complete
LCKC|LOLTMNT06_120394,LCKC,complete,eligible
HM|LOLTMNT03_239866,HM,complete,eligible
HM|LOLTMNT03_240461,HM,complete,eligible
LVP SL|LOLTMNT02_269539,LVP SL,complete,eligible
PRM|LOLTMNT06_121384,PRM,complete,eligible
ROL|LOLTMNT02_269541,ROL,complete,eligible
LFL|LOLTMNT06_121385,LFL,complete,eligible
HM|LOLTMNT03_240478,HM,complete,eligible
PRM|LOLTMNT06_120422,PRM,complete,eligible
LVP SL|LOLTMNT02_270252,LVP SL,complete,eligible
LFL|LOLTMNT06_121391,LFL,complete,eligible
ROL|LOLTMNT02_269543,ROL,complete,eligible
HM|LOLTMNT03_240502,HM,complete,eligible
LFL|LOLTMNT06_121392,LFL,complete,eligible
LVP SL|LOLTMNT02_270257,LVP SL,complete,eligible
PRM|LOLTMNT06_120428,PRM,complete,eligible
ROL|LOLTMNT02_269546,ROL,complete,eligible
LFL|LOLTMNT06_120431,LFL,complete,eligible
PRM|LOLTMNT06_121394,PRM,complete,eligible
LVP SL|LOLTMNT02_269547,LVP SL,complete,eligible
LFL|LOLTMNT06_120443,LFL,complete,eligible
CD|LOLTMNT06_120446,CD,complete,eligible
LRN|LOLTMNT03_240573,LRN,complete,eligible
CD|LOLTMNT06_120447,CD,complete,eligible
LRN|LOLTMNT03_241022,LRN,complete,eligible
CD|LOLTMNT06_120453,CD,complete,eligible
LRN|LOLTMNT03_240607,LRN,complete,eligible
CD|LOLTMNT06_120454,CD,complete,eligible
LRN|LOLTMNT03_240612,LRN,complete,eligible
LCK|LOLTMNT03_241129,LCK,complete,eligible
LCK|LOLTMNT03_241144,LCK,complete,eligible
PCS|LOLTMNT06_120468,PCS,complete,eligible
LJL|LOLTMNT03_241146,LJL,complete,missing_player_id
LPL|12067-12067_game_1,LPL,partial,not_complete
PCS|LOLTMNT06_120472,PCS,complete,eligible
LCK|LOLTMNT03_241162,LCK,complete,eligible
LJL|LOLTMNT03_240732,LJL,complete,missing_player_id
LPL|12067-12067_game_2,LPL,partial,not_complete
PCS|LOLTMNT06_120473,PCS,complete,eligible
LJL|LOLTMNT03_241184,LJL,complete,eligible
PCS|LOLTMNT06_120476,PCS,complete,eligible
LCK|LOLTMNT03_241226,LCK,complete,eligible
LPL|12068-12068_game_1,LPL,partial,not_complete
LJL|LOLTMNT03_240803,LJL,complete,missing_player_id
LCK|LOLTMNT03_240814,LCK,complete,eligible
LPL|12068-12068_game_2,LPL,partial,not_complete
LJL|LOLTMNT03_240834,LJL,complete,missing_player_id
LPL|12068-12068_game_3,LPL,partial,not_complete
NEXO|LOLTMNT03_240885,NEXO,complete,eligible
TCL|LOLTMNT05_133187,TCL,complete,eligible
PRM|LOLTMNT06_121443,PRM,complete,eligible
TCL|LOLTMNT05_132223,TCL,complete,eligible
LFL|LOLTMNT06_120495,LFL,complete,eligible
AL|LOLTMNT05_133193,AL,complete,eligible
NEXO|LOLTMNT03_240919,NEXO,complete,eligible
PRM|LOLTMNT06_120508,PRM,complete,eligible
LFL|LOLTMNT06_121456,LFL,complete,eligible
EBL|LOLTMNT06_121455,EBL,complete,eligible
NEXO|LOLTMNT03_240954,NEXO,complete,eligible
TCL|LOLTMNT05_132225,TCL,complete,eligible
HC|LOLTMNT03_241387,HC,complete,eligible
AL|LOLTMNT05_133194,AL,complete,eligible
EBL|LOLTMNT06_121458,EBL,complete,eligible
LFL|LOLTMNT06_120509,LFL,complete,eligible
PRM|LOLTMNT06_121459,PRM,complete,eligible
HC|LOLTMNT03_240986,HC,complete,eligible
NEXO|LOLTMNT03_241413,NEXO,complete,eligible
TCL|LOLTMNT05_133197,TCL,complete,eligible
AL|LOLTMNT05_132229,AL,complete,eligible
EBL|LOLTMNT06_120512,EBL,complete,eligible
NEXO|LOLTMNT03_241431,NEXO,complete,eligible
LRS|LOLTMNT03_242012,LRS,complete,eligible
EBL|LOLTMNT06_121463,EBL,complete,eligible
TCL|LOLTMNT05_132230,TCL,complete,eligible
AL|LOLTMNT05_132232,AL,complete,eligible
LRS|LOLTMNT03_241456,LRS,complete,eligible
LRS|LOLTMNT03_242042,LRS,complete,eligible
AL|LOLTMNT05_132233,AL,complete,eligible
AL|LOLTMNT05_133203,AL,complete,eligible
AL|LOLTMNT05_133204,AL,complete,eligible
LCKC|LOLTMNT03_242150,LCKC,complete,eligible
LCKC|LOLTMNT03_241581,LCKC,complete,eligible
LCKC|LOLTMNT03_242151,LCKC,complete,eligible
LCKC|LOLTMNT03_241607,LCKC,complete,eligible
LCKC|LOLTMNT03_242164,LCKC,complete,eligible
LCKC|LOLTMNT03_242165,LCKC,complete,eligible
LCKC|LOLTMNT03_242177,LCKC,complete,eligible
LCKC|LOLTMNT03_242179,LCKC,complete,eligible
LJL|LOLTMNT03_242204,LJL,complete,missing_player_id
LCK|LOLTMNT03_242206,LCK,complete,eligible
LCK|LOLTMNT03_242218,LCK,complete,eligible
LJL|LOLTMNT03_241653,LJL,complete,eligible
LPL|12069-12069_game_1,LPL,partial,not_complete
LJL|LOLTMNT03_242231,LJL,complete,missing_player_id
LPL|12069-12069_game_2,LPL,partial,not_complete
LCK|LOLTMNT03_241674,LCK,complete,eligible
LCK|LOLTMNT03_242254,LCK,complete,eligible
LJL|LOLTMNT03_241687,LJL,complete,missing_player_id
LPL|12070-12070_game_1,LPL,partial,not_complete
LJL|LOLTMNT03_242279,LJL,complete,missing_player_id
LPL|12070-12070_game_2,LPL,partial,not_complete
LJL|LOLTMNT03_241740,LJL,complete,missing_player_id
LVP SL|LOLTMNT02_270301,LVP SL,complete,eligible
LFL|LOLTMNT06_121513,LFL,complete,eligible
NLC|LOLTMNT06_120559,NLC,complete,eligible
AL|LOLTMNT05_133212,AL,complete,eligible
LFL|LOLTMNT06_121531,LFL,complete,eligible
LVP SL|LOLTMNT02_269614,LVP SL,complete,eligible
NLC|LOLTMNT06_120566,NLC,complete,eligible
AL|LOLTMNT05_132236,AL,complete,eligible
EBL|LOLTMNT06_120565,EBL,complete,eligible
LFL|LOLTMNT06_120569,LFL,complete,eligible
NLC|LOLTMNT06_121533,NLC,complete,eligible
LVP SL|LOLTMNT02_269617,LVP SL,complete,eligible
EBL|LOLTMNT06_121538,EBL,complete,eligible
AL|LOLTMNT05_133214,AL,complete,eligible
LPLOL|LOLTMNT02_270303,LPLOL,complete,eligible
LVP SL|LOLTMNT02_270306,LVP SL,complete,eligible
EBL|LOLTMNT06_120580,EBL,complete,eligible
LPLOL|LOLTMNT02_270307,LPLOL,complete,eligible
AL|LOLTMNT05_133216,AL,complete,eligible
LVP SL|LOLTMNT02_270308,LVP SL,complete,eligible
EBL|LOLTMNT06_120583,EBL,complete,eligible
LPLOL|LOLTMNT02_270314,LPLOL,complete,eligible
AL|LOLTMNT05_133217,AL,complete,eligible
LPLOL|LOLTMNT02_269622,LPLOL,complete,eligible
NACL|LOLTMNT03_241935,NACL,complete,eligible
NACL|LOLTMNT03_241954,NACL,complete,eligible
LPLOL|LOLTMNT02_269628,LPLOL,complete,eligible
NACL|LOLTMNT03_242516,NACL,complete,eligible
NACL|LOLTMNT03_241977,NACL,complete,eligible
LCKC|LOLTMNT03_243033,LCKC,complete,eligible
LCKC|LOLTMNT03_242564,LCKC,complete,eligible
LCKC|LOLTMNT03_243051,LCKC,complete,eligible
LCKC|LOLTMNT03_242581,LCKC,complete,eligible
LCKC|LOLTMNT03_243073,LCKC,complete,eligible
LCK|LOLTMNT03_243096,LCK,complete,eligible
LCK|LOLTMNT03_242638,LCK,complete,eligible
LCP|LOLTMNT03_243130,LCP,complete,eligible
LCK|LOLTMNT03_243145,LCK,complete,eligible
LCP|LOLTMNT03_243155,LCP,complete,eligible
LCK|LOLTMNT03_243166,LCK,complete,eligible
LCP|LOLTMNT03_242720,LCP,complete,eligible
LCK|LOLTMNT03_242726,LCK,complete,eligible
LCP|LOLTMNT03_242767,LCP,complete,eligible
LCP|LOLTMNT03_242801,LCP,complete,eligible
HM|LOLTMNT03_243300,HM,complete,eligible
TCL|LOLTMNT05_132256,TCL,complete,eligible
