_key,league,datacompleteness,reason
LCKC|LOLTMNT02_224206,LCKC,complete,eligible
LPL|11768-11768_game_1,LPL,partial,not_complete
PCS|LOLTMNT03_200742,PCS,complete,eligible
LCKC|LOLTMNT02_224207,LCKC,complete,eligible
PCS|LOLTMNT03_199769,PCS,complete,eligible
LPL|11768-11768_game_2,LPL,partial,not_complete
LCKC|LOLTMNT02_223201,LCKC,complete,eligible
PCS|LOLTMNT03_199785,PCS,complete,eligible
LPL|11768-11768_game_3,LPL,partial,not_complete
LCKC|LOLTMNT02_224217,LCKC,complete,eligible
PCS|LOLTMNT03_199801,PCS,complete,eligible
LPL|11768-11768_game_4,LPL,partial,not_complete
PCS|LOLTMNT03_200804,PCS,complete,eligible
HLL|LOLTMNT03_200813,HLL,complete,missing_player_id
HLL|LOLTMNT03_199861,HLL,complete,missing_player_id
HLL|LOLTMNT03_199872,HLL,complete,missing_player_id
NEXO|LOLTMNT02_223230,NEXO,complete,eligible
LEC|LOLTMNT05_113387,LEC,complete,eligible
HLL|LOLTMNT03_199892,HLL,complete,missing_player_id
NEXO|LOLTMNT02_223244,NEXO,complete,eligible
LEC|LOLTMNT05_113388,LEC,complete,eligible
NEXO|LOLTMNT02_224255,NEXO,complete,missing_player_id
LEC|LOLTMNT05_114409,LEC,complete,eligible
NEXO|LOLTMNT02_223268,NEXO,complete,eligible
NEXO|LOLTMNT02_224265,NEXO,complete,eligible
LEC|LOLTMNT05_114414,LEC,complete,eligible
LCKC|LOLTMNT02_224294,LCKC,complete,eligible
LCKC|LOLTMNT02_224298,LCKC,complete,eligible
PCS|LOLTMNT03_200979,PCS,complete,eligible
LPL|11769-11769_game_1,LPL,partial,not_complete
PCS|LOLTMNT03_200987,PCS,complete,eligible
LCKC|LOLTMNT02_224302,LCKC,complete,eligible
LPL|11769-11769_game_2,LPL,partial,not_complete
PCS|LOLTMNT03_201028,PCS,complete,eligible
LCKC|LOLTMNT02_224305,LCKC,complete,eligible
LPL|11769-11769_game_3,LPL,partial,not_complete
PCS|LOLTMNT03_202009,PCS,complete,eligible
LCKC|LOLTMNT02_224309,LCKC,complete,eligible
LPL|11769-11769_game_4,LPL,partial,not_complete
LPL|11769-11769_game_5,LPL,partial,not_complete
TCL|LOLTMNT06_105113,TCL,complete,eligible
TCL|LOLTMNT06_104115,TCL,complete,eligible
HLL|LOLTMNT03_202058,HLL,complete,eligible
AL|LOLTMNT06_105121,AL,complete,eligible
HW|LOLTMNT02_224337,HW,complete,eligible
RL|LOLTMNT03_201125,RL,complete,eligible
TCL|LOLTMNT06_104125,TCL,complete,eligible
HW|LOLTMNT02_223347,HW,complete,eligible
HLL|LOLTMNT03_201147,HLL,complete,eligible
LVP SL|LOLTMNT02_224341,LVP SL,complete,eligible
PRM|LOLTMNT05_113406,PRM,complete,eligible
AL|LOLTMNT06_104128,AL,complete,eligible
RL|LOLTMNT03_202081,RL,complete,eligible
HW|LOLTMNT02_224345,HW,complete,eligible
TCL|LOLTMNT06_105133,TCL,complete,eligible
LVP SL|LOLTMNT02_223350,LVP SL,complete,eligible
HLL|LOLTMNT03_201170,HLL,complete,eligible
PRM|LOLTMNT05_113407,PRM,complete,eligible
ROL|LOLTMNT03_201174,ROL,complete,eligible
RL|LOLTMNT03_202120,RL,complete,eligible
AL|LOLTMNT06_105139,AL,complete,eligible
PRM|LOLTMNT05_113410,PRM,complete,eligible
HLL|LOLTMNT03_201208,HLL,complete,eligible
LVP SL|LOLTMNT02_224367,LVP SL,complete,eligible
ROL|LOLTMNT03_201214,ROL,complete,eligible
LPLOL|LOLTMNT03_202130,LPLOL,complete,eligible
RL|LOLTMNT03_201222,RL,complete,eligible
PRM|LOLTMNT05_113417,PRM,complete,eligible
AL|LOLTMNT06_104140,AL,complete,eligible
LVP SL|LOLTMNT02_224370,LVP SL,complete,eligible
ROL|LOLTMNT03_201237,ROL,complete,eligible
LPLOL|LOLTMNT03_201239,LPLOL,complete,eligible
LVP SL|LOLTMNT02_223384,LVP SL,complete,eligible
AL|LOLTMNT06_105146,AL,complete,eligible
LPLOL|LOLTMNT03_202151,LPLOL,complete,eligible
LPLOL|LOLTMNT03_202156,LPLOL,complete,eligible
PCS|LOLTMNT03_201375,PCS,complete,eligible
LJL|LOLTMNT03_202243,LJL,complete,missing_player_id
LPL|11770-11770_game_1,LPL,partial,not_complete
PCS|LOLTMNT03_202255,PCS,complete,eligible
LPL|11770-11770_game_2,LPL,partial,not_complete
LJL|LOLTMNT03_202265,LJL,complete,missing_player_id
PCS|LOLTMNT03_201417,PCS,complete,eligible
LPL|11770-11770_game_3,LPL,partial,not_complete
LJL|LOLTMNT03_202285,LJL,complete,missing_player_id
PCS|LOLTMNT03_202295,PCS,complete,eligible
LPL|11770-11770_game_4,LPL,partial,not_complete
LJL|LOLTMNT03_202311,LJL,complete,eligible
TCL|LOLTMNT06_104167,TCL,complete,eligible
TCL|LOLTMNT06_104170,TCL,complete,eligible
AL|LOLTMNT06_105171,AL,complete,eligible
RL|LOLTMNT03_201513,RL,complete,eligible
HW|LOLTMNT02_223410,HW,complete,eligible
TCL|LOLTMNT06_104173,TCL,complete,eligible
AL|LOLTMNT06_104176,AL,complete,eligible
PRM|LOLTMNT05_114436,PRM,complete,eligible
RL|LOLTMNT03_202386,RL,complete,eligible
TCL|LOLTMNT06_105177,TCL,complete,eligible
HW|LOLTMNT02_223413,HW,complete,eligible
LFL|LOLTMNT05_113437,LFL,complete,eligible
PRM|LOLTMNT05_113438,PRM,complete,eligible
EBL|LOLTMNT06_105179,EBL,complete,eligible
AL|LOLTMNT06_104186,AL,complete,eligible
HW|LOLTMNT02_223424,HW,complete,eligible
LFL|LOLTMNT05_113439,LFL,complete,eligible
RL|LOLTMNT03_202412,RL,complete,eligible
EBL|LOLTMNT06_104192,EBL,complete,eligible
PRM|LOLTMNT05_113440,PRM,complete,eligible
LPLOL|LOLTMNT03_201572,LPLOL,complete,eligible
AL|LOLTMNT06_105181,AL,complete,eligible
LFL|LOLTMNT05_113442,LFL,complete,eligible
RL|LOLTMNT03_202427,RL,complete,eligible
PRM|LOLTMNT05_113443,PRM,complete,eligible
EBL|LOLTMNT06_105184,EBL,complete,eligible
LPLOL|LOLTMNT03_201591,LPLOL,complete,eligible
LFL|LOLTMNT05_113445,LFL,complete,eligible
PRM|LOLTMNT05_113446,PRM,complete,eligible
EBL|LOLTMNT06_105186,EBL,complete,eligible
LPLOL|LOLTMNT03_201606,LPLOL,complete,eligible
LCKC|LOLTMNT02_224454,LCKC,complete,eligible
LCKC|LOLTMNT02_223470,LCKC,complete,eligible
LJL|LOLTMNT03_201682,LJL,complete,eligible
LPL|11771-11771_game_1,LPL,partial,not_complete
LCKC|LOLTMNT02_223471,LCKC,complete,eligible
LPL|11771-11771_game_2,LPL,partial,not_complete
LJL|LOLTMNT03_202542,LJL,complete,missing_player_id
LCKC|LOLTMNT02_223472,LCKC,complete,eligible
LPL|11771-11771_game_3,LPL,partial,not_complete
LJL|LOLTMNT03_201713,LJL,complete,missing_player_id
LPL|11771-11771_game_4,LPL,partial,not_complete
LJL|LOLTMNT03_202613,LJL,complete,eligible
TCL|LOLTMNT06_104216,TCL,complete,eligible
TCL|LOLTMNT06_105202,TCL,complete,eligible
RL|LOLTMNT03_201773,RL,complete,eligible
HW|LOLTMNT02_224470,HW,complete,eligible
AL|LOLTMNT06_105204,AL,complete,eligible
TCL|LOLTMNT06_104228,TCL,complete,eligible
HW|LOLTMNT02_224482,HW,complete,eligible
LVP SL|LOLTMNT02_224481,LVP SL,complete,eligible
RL|LOLTMNT03_201780,RL,complete,eligible
LFL|LOLTMNT05_114454,LFL,complete,eligible
AL|LOLTMNT06_105214,AL,complete,eligible
TCL|LOLTMNT06_104232,TCL,complete,eligible
LVP SL|LOLTMNT02_224484,LVP SL,complete,eligible
EBL|LOLTMNT06_105218,EBL,complete,eligible
ROL|LOLTMNT03_201797,ROL,complete,eligible
HW|LOLTMNT02_224486,HW,complete,eligible
LFL|LOLTMNT05_114463,LFL,complete,eligible
RL|LOLTMNT03_202713,RL,complete,eligible
AL|LOLTMNT06_105221,AL,complete,eligible
LVP SL|LOLTMNT02_223494,LVP SL,complete,eligible
EBL|LOLTMNT06_105227,EBL,complete,eligible
LFL|LOLTMNT05_113455,LFL,complete,eligible
ROL|LOLTMNT03_201821,ROL,complete,eligible
RL|LOLTMNT03_202740,RL,complete,eligible
LVP SL|LOLTMNT02_223496,LVP SL,complete,eligible
AL|LOLTMNT06_105235,AL,complete,eligible
LPLOL|LOLTMNT03_201837,LPLOL,complete,eligible
EBL|LOLTMNT06_104237,EBL,complete,eligible
LFL|LOLTMNT05_113457,LFL,complete,eligible
ROL|LOLTMNT03_202752,ROL,complete,eligible
AL|LOLTMNT06_104239,AL,complete,eligible
LPLOL|LOLTMNT03_202764,LPLOL,complete,eligible
EBL|LOLTMNT06_105238,EBL,complete,eligible
EBL|LOLTMNT06_104241,EBL,complete,eligible
LPLOL|LOLTMNT03_201849,LPLOL,complete,eligible
LPLOL|LOLTMNT03_202795,LPLOL,complete,eligible
LPLOL|LOLTMNT03_201855,LPLOL,complete,eligible
LJL|LOLTMNT03_201899,LJL,complete,missing_player_id
LJL|LOLTMNT03_202888,LJL,complete,missing_player_id
LJL|LOLTMNT03_202936,LJL,complete,missing_player_id
VCS|LOLTMNT03_202941,VCS,complete,eligible
LJL|LOLTMNT03_203001,LJL,complete,missing_player_id
VCS|LOLTMNT03_203013,VCS,complete,eligible
LJL|LOLTMNT03_205007,LJL,complete,eligible
VCS|LOLTMNT03_204017,VCS,complete,eligible
VCS|LOLTMNT03_205033,VCS,complete,eligible
LJL|LOLTMNT03_205024,LJL,complete,eligible
LEC|LOLTMNT05_115018,LEC,complete,eligible
LEC|LOLTMNT05_115019,LEC,complete,eligible
LEC|LOLTMNT05_115021,LEC,complete,eligible
LEC|LOLTMNT05_115027,LEC,complete,eligible
LJL|LOLTMNT03_204329,LJL,complete,missing_player_id
PCS|LOLTMNT03_205312,PCS,complete,eligible
LPL|11772-11772_game_1,LPL,partial,not_complete
HLL|LOLTMNT03_204365,HLL,complete,eligible
PCS|LOLTMNT03_205333,PCS,complete,eligible
VCS|LOLTMNT03_205334,VCS,complete,eligible
LPL|11772-11772_game_2,LPL,partial,not_complete
LJL|LOLTMNT03_205340,LJL,complete,eligible
NLC|LOLTMNT06_107080,NLC,complete,eligible
RL|LOLTMNT03_205346,RL,complete,eligible
VCS|LOLTMNT03_204384,VCS,complete,eligible
HLL|LOLTMNT03_204386,HLL,complete,eligible
LFL2|LOLTMNT06_106072,LFL2,complete,eligible
LPL|11772-11772_game_3,LPL,partial,not_complete
RL|LOLTMNT03_204418,RL,complete,eligible
LFL2|LOLTMNT06_107089,LFL2,complete,eligible
NLC|LOLTMNT06_106074,NLC,complete,eligible
LPL|11772-11772_game_4,LPL,partial,not_complete
VCS|LOLTMNT03_204430,VCS,complete,eligible
LJL|LOLTMNT03_204434,LJL,complete,missing_player_id
HLL|LOLTMNT03_205408,HLL,complete,eligible
RL|LOLTMNT03_204457,RL,complete,eligible
NLC|LOLTMNT06_107097,NLC,complete,eligible
LFL2|LOLTMNT06_107098,LFL2,complete,eligible
VCS|LOLTMNT03_204467,VCS,complete,eligible
HLL|LOLTMNT03_204478,HLL,complete,eligible
LFL2|LOLTMNT06_107104,LFL2,complete,eligible
VCS|LOLTMNT03_204484,VCS,complete,eligible
RL|LOLTMNT03_205432,RL,complete,eligible
NLC|LOLTMNT06_106084,NLC,complete,eligible
LFL2|LOLTMNT06_106085,LFL2,complete,eligible
HLL|LOLTMNT03_204501,HLL,complete,eligible
VCS|LOLTMNT03_204514,VCS,complete,eligible
RL|LOLTMNT03_204525,RL,complete,eligible
LEC|LOLTMNT05_115043,LEC,complete,eligible
LEC|LOLTMNT05_115044,LEC,complete,eligible
LEC|LOLTMNT05_115046,LEC,complete,eligible
LEC|LOLTMNT05_116037,LEC,complete,eligible
LEC|LOLTMNT05_115052,LEC,complete,eligible
PCS|LOLTMNT03_204638,PCS,complete,eligible
PCS|LOLTMNT03_204661,PCS,complete,eligible
VCS|LOLTMNT03_204670,VCS,complete,eligible
HLL|LOLTMNT03_205607,HLL,complete,eligible
RL|LOLTMNT03_204673,RL,complete,eligible
PCS|LOLTMNT03_205626,PCS,complete,eligible
LFL2|LOLTMNT06_107153,LFL2,complete,eligible
VCS|LOLTMNT03_204676,VCS,complete,eligible
HLL|LOLTMNT03_204684,HLL,complete,eligible
PCS|LOLTMNT03_204692,PCS,complete,eligible
NLC|LOLTMNT06_106169,NLC,complete,eligible
RL|LOLTMNT03_204695,RL,complete,eligible
LFL2|LOLTMNT06_107175,LFL2,complete,eligible
VCS|LOLTMNT03_205672,VCS,complete,eligible
HLL|LOLTMNT03_205689,HLL,complete,eligible
RL|LOLTMNT03_205688,RL,complete,eligible
NLC|LOLTMNT06_106172,NLC,complete,eligible
LFL2|LOLTMNT06_107179,LFL2,complete,eligible
VCS|LOLTMNT03_204732,VCS,complete,eligible
LFL2|LOLTMNT06_106175,LFL2,complete,eligible
HLL|LOLTMNT03_204740,HLL,complete,eligible
NLC|LOLTMNT06_106178,NLC,complete,eligible
RL|LOLTMNT03_205710,RL,complete,eligible
LFL2|LOLTMNT06_106180,LFL2,complete,eligible
RL|LOLTMNT03_204771,RL,complete,eligible
LEC|LOLTMNT05_116057,LEC,complete,eligible
LEC|LOLTMNT05_116059,LEC,complete,eligible
LEC|LOLTMNT05_115078,LEC,complete,eligible
PCS|LOLTMNT03_204882,PCS,complete,eligible
PCS|LOLTMNT03_204891,PCS,complete,eligible
PCS|LOLTMNT03_205869,PCS,complete,eligible
PCS|LOLTMNT03_204907,PCS,complete,eligible
PCS|LOLTMNT03_205905,PCS,complete,eligible
PCS|LOLTMNT03_204946,PCS,complete,eligible
TCL|LOLTMNT06_107202,TCL,complete,eligible
TCL|LOLTMNT06_106203,TCL,complete,eligible
HW|LOLTMNT03_205951,HW,complete,eligible
TCL|LOLTMNT06_106207,TCL,complete,eligible
HW|LOLTMNT03_205967,HW,complete,eligible
NEXO|LOLTMNT03_205965,NEXO,complete,eligible
PRM|LOLTMNT06_107215,PRM,complete,eligible
NEXO|LOLTMNT03_205964,NEXO,complete,eligible
HW|LOLTMNT03_205991,HW,complete,eligible
PRM|LOLTMNT06_107218,PRM,complete,eligible
TCL|LOLTMNT06_106210,TCL,complete,eligible
NEXO|LOLTMNT03_206022,NEXO,complete,eligible
NEXO|LOLTMNT03_205996,NEXO,complete,eligible
PRM|LOLTMNT06_107226,PRM,complete,eligible
NEXO|LOLTMNT03_207029,NEXO,complete,eligible
NEXO|LOLTMNT03_206058,NEXO,complete,eligible
TCL|LOLTMNT06_107240,TCL,complete,eligible
HW|LOLTMNT03_207200,HW,complete,eligible
TCL|LOLTMNT06_106233,TCL,complete,eligible
HW|LOLTMNT03_206244,HW,complete,eligible
RL|LOLTMNT03_206242,RL,complete,eligible
TCL|LOLTMNT06_107248,TCL,complete,eligible
HW|LOLTMNT03_206255,HW,complete,eligible
PRM|LOLTMNT06_106235,PRM,complete,eligible
RL|LOLTMNT03_207221,RL,complete,eligible
ROL|LOLTMNT03_206261,ROL,complete,eligible
RL|LOLTMNT03_207234,RL,complete,eligible
PRM|LOLTMNT06_106241,PRM,complete,eligible
ROL|LOLTMNT03_206278,ROL,complete,eligible
RL|LOLTMNT03_206280,RL,complete,eligible
PRM|LOLTMNT06_107257,PRM,complete,eligible
ROL|LOLTMNT03_206288,ROL,complete,eligible
RL|LOLTMNT03_206290,RL,complete,eligible
TCL|LOLTMNT06_106254,TCL,complete,eligible
HW|LOLTMNT03_207359,HW,complete,eligible
HW|LOLTMNT03_207375,HW,complete,eligible
TCL|LOLTMNT06_107272,TCL,complete,eligible
TCL|LOLTMNT06_106258,TCL,complete,eligible
HW|LOLTMNT03_206439,HW,complete,eligible
TCL|LOLTMNT06_106259,TCL,complete,eligible
TCL|LOLTMNT06_107278,TCL,complete,eligible
AL|LOLTMNT06_106260,AL,complete,eligible
AL|LOLTMNT06_107280,AL,complete,eligible
AL|LOLTMNT06_107281,AL,complete,eligible
AL|LOLTMNT06_106264,AL,complete,eligible
AL|LOLTMNT06_106265,AL,complete,eligible
LJL|LOLTMNT03_206516,LJL,complete,eligible
LJL|LOLTMNT03_206518,LJL,complete,eligible
LJL|LOLTMNT03_206522,LJL,complete,missing_player_id
LJL|LOLTMNT03_207464,LJL,complete,missing_player_id
LJL|LOLTMNT03_207473,LJL,complete,missing_player_id
TCL|LOLTMNT06_107292,TCL,complete,eligible
TCL|LOLTMNT06_107293,TCL,complete,eligible
HW|LOLTMNT03_207492,HW,complete,eligible
TCL|LOLTMNT06_106275,TCL,complete,eligible
LVP SL|LOLTMNT03_206564,LVP SL,complete,eligible
HW|LOLTMNT03_206568,HW,complete,eligible
TCL|LOLTMNT06_106277,TCL,complete,eligible
LVP SL|LOLTMNT03_207500,LVP SL,complete,eligible
ROL|LOLTMNT03_206569,ROL,complete,eligible
HW|LOLTMNT03_207506,HW,complete,eligible
LVP SL|LOLTMNT03_206585,LVP SL,complete,eligible
TCL|LOLTMNT06_107301,TCL,complete,eligible
ROL|LOLTMNT03_206586,ROL,complete,eligible
HW|LOLTMNT03_207519,HW,complete,eligible
AL|LOLTMNT06_106283,AL,complete,eligible
LVP SL|LOLTMNT03_206609,LVP SL,complete,eligible
ROL|LOLTMNT03_207530,ROL,complete,eligible
HW|LOLTMNT03_206614,HW,complete,eligible
AL|LOLTMNT06_106286,AL,complete,eligible
ROL|LOLTMNT03_207538,ROL,complete,eligible
AL|LOLTMNT06_107305,AL,complete,eligible
ROL|LOLTMNT03_207544,ROL,complete,eligible
AL|LOLTMNT06_107307,AL,complete,eligible
AL|LOLTMNT06_106291,AL,complete,eligible
LJL|LOLTMNT03_206642,LJL,complete,missing_player_id
LJL|LOLTMNT03_206654,LJL,complete,missing_player_id
LJL|LOLTMNT03_206675,LJL,complete,eligible
VCS|LOLTMNT03_206676,VCS,complete,eligible
LJL|LOLTMNT03_207614,LJL,complete,eligible
VCS|LOLTMNT03_206681,VCS,complete,eligible
VCS|LOLTMNT03_206700,VCS,complete,eligible
VCS|LOLTMNT03_206710,VCS,complete,eligible
VCS|LOLTMNT03_206713,VCS,complete,eligible
AL|LOLTMNT06_107315,AL,complete,eligible
AL|LOLTMNT06_107321,AL,complete,eligible
AL|LOLTMNT06_106303,AL,complete,eligible
LJL|LOLTMNT03_206786,LJL,complete,eligible
LJL|LOLTMNT03_206795,LJL,complete,eligible
VCS|LOLTMNT03_206810,VCS,complete,eligible
LJL|LOLTMNT03_206813,LJL,complete,eligible
VCS|LOLTMNT03_207759,VCS,complete,eligible
LFL2|LOLTMNT06_107331,LFL2,complete,eligible
LJL|LOLTMNT03_207763,LJL,complete,eligible
LFL2|LOLTMNT06_107332,LFL2,complete,eligible
HW|LOLTMNT03_206836,HW,complete,eligible
LJL|LOLTMNT03_207783,LJL,complete,eligible
VCS|LOLTMNT03_207780,VCS,complete,eligible
VCS|LOLTMNT03_207790,VCS,complete,eligible
LFL2|LOLTMNT06_107333,LFL2,complete,eligible
HW|LOLTMNT03_206857,HW,complete,eligible
LFL2|LOLTMNT06_107334,LFL2,complete,eligible
HW|LOLTMNT03_207799,HW,complete,eligible
LFL2|LOLTMNT06_107335,LFL2,complete,eligible
LPLOL|LOLTMNT03_207816,LPLOL,complete,eligible
LPLOL|LOLTMNT03_207837,LPLOL,complete,eligible
HW|LOLTMNT03_206902,HW,complete,eligible
LPLOL|LOLTMNT03_207841,LPLOL,complete,eligible
PRM|LOLTMNT06_106323,PRM,complete,eligible
HW|LOLTMNT03_207844,HW,complete,eligible
PRM|LOLTMNT06_107344,PRM,complete,eligible
EBL|LOLTMNT06_107343,EBL,complete,eligible
HW|LOLTMNT03_207847,HW,complete,eligible
PRM|LOLTMNT06_107345,PRM,complete,eligible
EBL|LOLTMNT06_106327,EBL,complete,eligible
EBL|LOLTMNT06_107346,EBL,complete,eligible
EBL|LOLTMNT06_107347,EBL,complete,eligible
LJL|LOLTMNT03_207866,LJL,complete,eligible
LJL|LOLTMNT03_207892,LJL,complete,eligible
VCS|LOLTMNT03_207900,VCS,complete,eligible
LJL|LOLTMNT03_207901,LJL,complete,eligible
LFL2|LOLTMNT06_107349,LFL2,complete,eligible
VCS|LOLTMNT03_207902,VCS,complete,eligible
LFL2|LOLTMNT06_106331,LFL2,complete,eligible
HW|LOLTMNT03_207905,HW,complete,eligible
VCS|LOLTMNT03_206948,VCS,complete,eligible
LFL2|LOLTMNT06_106332,LFL2,complete,eligible
HW|LOLTMNT03_207907,HW,complete,eligible
LFL2|LOLTMNT06_106333,LFL2,complete,eligible
HW|LOLTMNT03_207913,HW,complete,eligible
LFL2|LOLTMNT06_107351,LFL2,complete,eligible
TCL|LOLTMNT06_106334,TCL,complete,eligible
HW|LOLTMNT03_206976,HW,complete,eligible
RL|LOLTMNT01_212687,RL,complete,eligible
TCL|LOLTMNT06_106337,TCL,complete,eligible
HW|LOLTMNT03_207928,HW,complete,eligible
RL|LOLTMNT01_212698,RL,complete,eligible
TCL|LOLTMNT06_107354,TCL,complete,eligible
LIT|LOLTMNT06_106340,LIT,complete,eligible
HW|LOLTMNT03_206984,HW,complete,eligible
RL|LOLTMNT01_210774,RL,complete,eligible
EBL|LOLTMNT06_106346,EBL,complete,eligible
LIT|LOLTMNT06_106347,LIT,complete,eligible
TCL|LOLTMNT06_107355,TCL,complete,eligible
HW|LOLTMNT03_206988,HW,complete,eligible
EBL|LOLTMNT06_107356,EBL,complete,eligible
RL|LOLTMNT01_210785,RL,complete,eligible
LIT|LOLTMNT06_107357,LIT,complete,eligible
TCL|LOLTMNT06_106348,TCL,complete,eligible
EBL|LOLTMNT06_106353,EBL,complete,eligible
FST|LOLTMNT01_210872,FST,complete,eligible
PCS|LOLTMNT01_210876,PCS,complete,eligible
FST|LOLTMNT01_210882,FST,complete,eligible
FST|LOLTMNT01_210884,FST,complete,eligible
PCS|LOLTMNT01_212799,PCS,complete,eligible
PCS|LOLTMNT01_212801,PCS,complete,eligible
FST|LOLTMNT01_210897,FST,complete,eligible
FST|LOLTMNT01_210904,FST,complete,eligible
NEXO|LOLTMNT03_207936,NEXO,complete,eligible
NEXO|LOLTMNT03_207937,NEXO,complete,eligible
NEXO|LOLTMNT03_207943,NEXO,complete,eligible
NEXO|LOLTMNT03_206999,NEXO,complete,eligible
NEXO|LOLTMNT03_208005,NEXO,complete,eligible
NEXO|LOLTMNT03_208006,NEXO,complete,eligible
FST|LOLTMNT01_213142,FST,complete,eligible
FST|LOLTMNT01_214068,FST,complete,eligible
PCS|LOLTMNT01_213146,PCS,complete,eligible
PCS|LOLTMNT01_214076,PCS,complete,eligible
FST|LOLTMNT01_214082,FST,complete,eligible
FST|LOLTMNT01_214088,FST,complete,eligible
PCS|LOLTMNT01_214087,PCS,complete,eligible
FST|LOLTMNT01_213467,FST,complete,eligible
FST|LOLTMNT01_213476,FST,complete,eligible
PCS|LOLTMNT01_214386,PCS,complete,eligible
PCS|LOLTMNT01_214389,PCS,complete,eligible
FST|LOLTMNT01_213493,FST,complete,eligible
PCS|LOLTMNT01_214406,PCS,complete,eligible
FST|LOLTMNT01_213503,FST,complete,eligible
FST|LOLTMNT01_214726,FST,complete,eligible
FST|LOLTMNT01_214731,FST,complete,eligible
FST|LOLTMNT01_213886,FST,complete,eligible
FST|LOLTMNT01_213908,FST,complete,eligible
FST|LOLTMNT01_213934,FST,complete,eligible
FST|LOLTMNT01_216039,FST,complete,eligible
FST|LOLTMNT01_216067,FST,complete,eligible
FST|LOLTMNT01_215241,FST,complete,eligible
FST|LOLTMNT01_216119,FST,complete,eligible
FST|LOLTMNT01_215294,FST,complete,eligible
FST|LOLTMNT01_216433,FST,complete,eligible
FST|LOLTMNT01_216438,FST,complete,eligible
FST|LOLTMNT01_216453,FST,complete,eligible
FST|LOLTMNT01_215592,FST,complete,eligible
FST|LOLTMNT01_216472,FST,complete,eligible
FST|LOLTMNT01_216490,FST,complete,eligible
FST|LOLTMNT01_216505,FST,complete,eligible
FST|LOLTMNT01_216516,FST,complete,eligible
FST|LOLTMNT01_216716,FST,complete,eligible
FST|LOLTMNT01_215852,FST,complete,eligible
FST|LOLTMNT01_215856,FST,complete,eligible
FST|LOLTMNT01_215859,FST,complete,eligible
PCS|LOLTMNT01_217140,PCS,complete,missing_player_id
PCS|LOLTMNT01_217159,PCS,complete,eligible
PCS|LOLTMNT01_218049,PCS,complete,missing_player_id
PCS|LOLTMNT01_217196,PCS,complete,missing_player_id
PCS|LOLTMNT01_217215,PCS,complete,missing_player_id
EM|LOLTMNT04_102216,EM,complete,eligible
EM|LOLTMNT04_103229,EM,complete,eligible
EM|LOLTMNT04_102217,EM,complete,eligible
EM|LOLTMNT04_103230,EM,complete,eligible
EM|LOLTMNT04_102221,EM,complete,eligible
EM|LOLTMNT04_103238,EM,complete,eligible
NEXO|LOLTMNT01_217274,NEXO,complete,eligible
NEXO|LOLTMNT01_218152,NEXO,complete,eligible
EM|LOLTMNT04_103241,EM,complete,eligible
EM|LOLTMNT04_102226,EM,complete,eligible
EM|LOLTMNT04_103243,EM,complete,eligible
EM|LOLTMNT04_102229,EM,complete,eligible
EM|LOLTMNT04_103247,EM,complete,eligible
NEXO|LOLTMNT01_217295,NEXO,complete,eligible
NEXO|LOLTMNT01_217298,NEXO,complete,eligible
EM|LOLTMNT04_103248,EM,complete,eligible
EM|LOLTMNT04_103252,EM,complete,eligible
EM|LOLTMNT04_102238,EM,complete,eligible
CD|LOLTMNT01_217318,CD,complete,eligible
EM|LOLTMNT04_102239,EM,complete,eligible
NEXO|LOLTMNT01_218204,NEXO,complete,eligible
EM|LOLTMNT04_103257,EM,complete,eligible
NEXO|LOLTMNT01_217338,NEXO,complete,eligible
EM|LOLTMNT04_103259,EM,complete,eligible
EM|LOLTMNT04_102240,EM,complete,eligible
CD|LOLTMNT01_217353,CD,complete,eligible
CD|LOLTMNT01_217369,CD,complete,eligible
CD|LOLTMNT01_218280,CD,complete,eligible
CD|LOLTMNT01_217388,CD,complete,eligible
CD|LOLTMNT01_218300,CD,complete,eligible
PCS|LOLTMNT01_218345,PCS,complete,missing_player_id
PCS|LOLTMNT01_217448,PCS,complete,missing_player_id
PCS|LOLTMNT01_217451,PCS,complete,missing_player_id
PCS|LOLTMNT01_217452,PCS,complete,eligible
PCS|LOLTMNT01_217457,PCS,complete,missing_player_id
PCS|LOLTMNT01_217465,PCS,complete,eligible
PCS|LOLTMNT01_218383,PCS,complete,missing_player_id
PCS|LOLTMNT01_218390,PCS,complete,missing_player_id
EM|LOLTMNT04_103276,EM,complete,eligible
EM|LOLTMNT04_102248,EM,complete,eligible
EM|LOLTMNT04_102250,EM,complete,eligible
EM|LOLTMNT04_102246,EM,complete,eligible
EM|LOLTMNT04_102251,EM,complete,eligible
EM|LOLTMNT04_103283,EM,complete,eligible
EM|LOLTMNT04_102252,EM,complete,eligible
EM|LOLTMNT04_103285,EM,complete,eligible
NEXO|LOLTMNT01_217560,NEXO,complete,eligible
CD|LOLTMNT01_217562,CD,complete,eligible
NEXO|LOLTMNT01_218459,NEXO,complete,eligible
EM|LOLTMNT04_102256,EM,complete,eligible
EM|LOLTMNT04_103286,EM,complete,eligible
EM|LOLTMNT04_102257,EM,complete,eligible
CD|LOLTMNT01_218487,CD,complete,eligible
EM|LOLTMNT04_102259,EM,complete,eligible
NEXO|LOLTMNT01_218489,NEXO,complete,eligible
NEXO|LOLTMNT01_218496,NEXO,complete,eligible
EM|LOLTMNT04_102260,EM,complete,eligible
CD|LOLTMNT01_218509,CD,complete,eligible
EM|LOLTMNT04_103287,EM,complete,eligible
