_key,league,date,reason
2025|VCS|LOLTMNT02_261843,VCS,2025-05-10 11:04:21,eligible
2025|LPL|12044-12044_game_2,LPL,2025-05-10 11:20:38,not_complete
2025|VCS|LOLTMNT02_261885,VCS,2025-05-10 12:04:28,eligible
2025|LPL|12045-12045_game_1,LPL,2025-05-10 12:36:02,not_complete
2025|VCS|LOLTMNT02_261911,VCS,2025-05-10 13:05:12,eligible
2025|LPL|12045-12045_game_2,LPL,2025-05-10 13:36:21,not_complete
2025|LEC|LOLTMNT05_130653,LEC,2025-05-10 15:17:02,eligible
2025|LEC|LOLTMNT05_130654,LEC,2025-05-10 16:08:33,eligible
2025|LEC|LOLTMNT05_131696,LEC,2025-05-10 18:24:32,eligible
2025|LEC|LOLTMNT05_131697,LEC,2025-05-10 19:16:52,eligible
2025|LTA N|LOLTMNT02_263109,LTA N,2025-05-10 20:09:23,eligible
2025|LEC|LOLTMNT05_131698,LEC,2025-05-10 20:20:57,eligible
2025|LTA N|LOLTMNT02_263129,LTA N,2025-05-10 20:58:20,eligible
2025|LTA N|LOLTMNT02_263190,LTA N,2025-05-10 22:16:26,eligible
